127.0.0.1 - - [05/May/2015:23:31:22 +0300] "HEAD / HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:31:25 +0300] "GET / HTTP/1.1" 200 2026 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:31:25 +0300] "GET /css/main.css HTTP/1.1" 200 - "http://rest.local/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:31:25 +0300] "GET /sf/sf_default/css/screen.css HTTP/1.1" 200 2818 "http://rest.local/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:31:25 +0300] "GET /sf/sf_default/images/sfTLogo.png HTTP/1.1" 200 5139 "http://rest.local/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:31:25 +0300] "GET /sf/sf_default/images/icons/ok48.png HTTP/1.1" 200 3106 "http://rest.local/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:31:25 +0300] "GET /sf/sf_default/images/bg_body.jpg HTTP/1.1" 200 1636 "http://rest.local/sf/sf_default/css/screen.css" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:31:25 +0300] "GET /sf/sf_default/images/bg_sfTMessage.jpg HTTP/1.1" 200 384 "http://rest.local/sf/sf_default/css/screen.css" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:31:25 +0300] "GET /sf/sf_default/images/icons/db16.png HTTP/1.1" 200 661 "http://rest.local/sf/sf_default/css/screen.css" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:31:25 +0300] "GET /sf/sf_default/images/icons/colour16.png HTTP/1.1" 200 927 "http://rest.local/sf/sf_default/css/screen.css" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:31:25 +0300] "GET /sf/sf_default/images/icons/linkOut16.png HTTP/1.1" 200 599 "http://rest.local/sf/sf_default/css/screen.css" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:31:25 +0300] "GET /favicon.ico HTTP/1.1" 404 294 "http://rest.local/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:32:08 +0300] "GET /frontend_dev.php/ HTTP/1.1" 200 80274 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:32:09 +0300] "GET /sf/sf_web_debug/images/sf.png HTTP/1.1" 200 3745 "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:32:09 +0300] "GET /sf/sf_web_debug/images/config.png HTTP/1.1" 200 409 "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:32:09 +0300] "GET /sf/sf_web_debug/images/view.png HTTP/1.1" 200 274 "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:32:09 +0300] "GET /sf/sf_web_debug/images/log.png HTTP/1.1" 200 434 "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:32:09 +0300] "GET /sf/sf_web_debug/images/memory.png HTTP/1.1" 200 290 "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:32:09 +0300] "GET /sf/sf_web_debug/images/time.png HTTP/1.1" 200 466 "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:32:09 +0300] "GET /sf/sf_web_debug/images/close.png HTTP/1.1" 200 366 "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:32:09 +0300] "GET /sf/sf_web_debug/images/toggle.gif HTTP/1.1" 200 845 "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:32:09 +0300] "GET /sf/sf_web_debug/images/info.png HTTP/1.1" 200 672 "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:32:09 +0300] "GET /sf/sf_web_debug/images/warning.png HTTP/1.1" 200 671 "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:32:09 +0300] "GET /sf/sf_web_debug/images/error.png HTTP/1.1" 200 665 "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:34:35 +0300] "GET /frontend_dev.php/ HTTP/1.1" 200 29772 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:34:35 +0300] "GET /css/main.css HTTP/1.1" 304 - "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:34:35 +0300] "GET /sf/sf_default/css/screen.css HTTP/1.1" 304 - "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:34:35 +0300] "GET /sf/sf_default/images/sfTLogo.png HTTP/1.1" 304 - "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
127.0.0.1 - - [05/May/2015:23:34:35 +0300] "GET /sf/sf_default/images/icons/ok48.png HTTP/1.1" 304 - "http://rest.local/frontend_dev.php/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
